timestamp,algorithm,order,size,case,duration
2025-11-12 02:08:24,Bubble,Asc,0,random,6e-06
2025-11-12 02:08:24,Selection,Asc,0,random,6e-06
2025-11-12 02:08:24,Quick,Asc,0,random,9e-06
2025-11-12 02:08:24,Merge,Asc,0,random,5e-06
2025-11-12 02:08:24,Bubble,Desc,0,random,5e-06
2025-11-12 02:08:24,Selection,Desc,0,random,1e-05
2025-11-12 02:08:24,Quick,Desc,0,random,7e-06
2025-11-12 02:08:24,Merge,Desc,0,random,4e-06
2025-11-12 02:08:24,Bubble,Asc,1,random,8e-06
2025-11-12 02:08:24,Selection,Asc,1,random,7e-06
2025-11-12 02:08:24,Quick,Asc,1,random,6e-06
2025-11-12 02:08:24,Merge,Asc,1,random,7e-06
2025-11-12 02:08:24,Bubble,Desc,1,random,7e-06
2025-11-12 02:08:24,Selection,Desc,1,random,8e-06
2025-11-12 02:08:24,Quick,Desc,1,random,5e-06
2025-11-12 02:08:24,Merge,Desc,1,random,8e-06
2025-11-12 02:08:24,Bubble,Asc,10,random,1.9e-05
2025-11-12 02:08:24,Selection,Asc,10,random,1.3e-05
2025-11-12 02:08:24,Quick,Asc,10,random,4.5e-05
2025-11-12 02:08:24,Merge,Asc,10,random,2.7e-05
2025-11-12 02:08:24,Bubble,Desc,10,random,1.6e-05
2025-11-12 02:08:24,Selection,Desc,10,random,1.8e-05
2025-11-12 02:08:24,Quick,Desc,10,random,2.8e-05
2025-11-12 02:08:24,Merge,Desc,10,random,3.1e-05
2025-11-12 02:08:24,Bubble,Asc,100,random,0.00053
2025-11-12 02:08:24,Selection,Asc,100,random,0.000349
2025-11-12 02:08:24,Quick,Asc,100,random,0.000222
2025-11-12 02:08:24,Merge,Asc,100,random,0.000217
2025-11-12 02:08:24,Bubble,Desc,100,random,0.000477
2025-11-12 02:08:24,Selection,Desc,100,random,0.00033
2025-11-12 02:08:24,Quick,Desc,100,random,0.000219
2025-11-12 02:08:24,Merge,Desc,100,random,0.000219
2025-11-12 02:08:24,Bubble,Asc,1000,random,0.069622
2025-11-12 02:08:24,Selection,Asc,1000,random,0.029426
2025-11-12 02:08:24,Quick,Asc,1000,random,0.002231
2025-11-12 02:08:24,Merge,Asc,1000,random,0.002418
2025-11-12 02:08:24,Bubble,Desc,1000,random,0.068117
2025-11-12 02:08:24,Selection,Desc,1000,random,0.030804
2025-11-12 02:08:24,Quick,Desc,1000,random,0.002291
2025-11-12 02:08:24,Merge,Desc,1000,random,0.002434
2025-11-12 02:08:24,Bubble,Asc,0,sorted,5e-06
2025-11-12 02:08:24,Selection,Asc,0,sorted,6e-06
2025-11-12 02:08:24,Quick,Asc,0,sorted,8e-06
2025-11-12 02:08:24,Merge,Asc,0,sorted,6e-06
2025-11-12 02:08:24,Bubble,Desc,0,sorted,8e-06
2025-11-12 02:08:24,Selection,Desc,0,sorted,8e-06
2025-11-12 02:08:24,Quick,Desc,0,sorted,8e-06
2025-11-12 02:08:24,Merge,Desc,0,sorted,1e-05
2025-11-12 02:08:24,Bubble,Asc,1,sorted,7e-06
2025-11-12 02:08:24,Selection,Asc,1,sorted,9e-06
2025-11-12 02:08:24,Quick,Asc,1,sorted,8e-06
2025-11-12 02:08:24,Merge,Asc,1,sorted,7e-06
2025-11-12 02:08:24,Bubble,Desc,1,sorted,5e-06
2025-11-12 02:08:24,Selection,Desc,1,sorted,7e-06
2025-11-12 02:08:24,Quick,Desc,1,sorted,6e-06
2025-11-12 02:08:24,Merge,Desc,1,sorted,1.3e-05
2025-11-12 02:08:24,Bubble,Asc,10,sorted,1.6e-05
2025-11-12 02:08:24,Selection,Asc,10,sorted,3.4e-05
2025-11-12 02:08:24,Quick,Asc,10,sorted,4.3e-05
2025-11-12 02:08:24,Merge,Asc,10,sorted,2.3e-05
2025-11-12 02:08:24,Bubble,Desc,10,sorted,2e-05
2025-11-12 02:08:24,Selection,Desc,10,sorted,1.8e-05
2025-11-12 02:08:24,Quick,Desc,10,sorted,5.5e-05
2025-11-12 02:08:24,Merge,Desc,10,sorted,2.5e-05
2025-11-12 02:08:24,Bubble,Asc,100,sorted,0.000389
2025-11-12 02:08:24,Selection,Asc,100,sorted,0.000334
2025-11-12 02:08:24,Quick,Asc,100,sorted,0.000178
2025-11-12 02:08:24,Merge,Asc,100,sorted,0.000153
2025-11-12 02:08:24,Bubble,Desc,100,sorted,0.000806
2025-11-12 02:08:24,Selection,Desc,100,sorted,0.000308
2025-11-12 02:08:24,Quick,Desc,100,sorted,0.000209
2025-11-12 02:08:24,Merge,Desc,100,sorted,0.00016
2025-11-12 02:08:24,Bubble,Asc,1000,sorted,0.04566
2025-11-12 02:08:24,Selection,Asc,1000,sorted,0.028823
2025-11-12 02:08:24,Quick,Asc,1000,sorted,0.00166
2025-11-12 02:08:24,Merge,Asc,1000,sorted,0.001645
2025-11-12 02:08:24,Bubble,Desc,1000,sorted,0.088123
2025-11-12 02:08:24,Selection,Desc,1000,sorted,0.031706
2025-11-12 02:08:24,Quick,Desc,1000,sorted,0.001232
2025-11-12 02:08:24,Merge,Desc,1000,sorted,0.001298
